jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-36921,NiAgF3,-1.43128,0.317,na,0.0508,,,,,
JVASP-3396,K3CrO4,-2.00963,0.0,3.55,0.0002,,,,,
JVASP-15528,LiGa2Pd,-0.50139,0.0,0.0,0.0,,,,,
JVASP-18822,Zn2AgAu,-0.14316,0.0,na,0.0,,,,,
JVASP-42402,Li6TeO6,-1.91792,3.343,na,0.0596,,,,,
JVASP-90857,GeTe,-0.09429,0.644,na,0.0161,,,,,
JVASP-98355,BaAl4O7,-3.31129,3.798,na,0.0004,,,,,
JVASP-98801,V2CdP2O10,-2.26979,0.387,na,0.0,,,,,
JVASP-49776,Na3CuO2,-1.28752,1.422,1.982,0.0,,,,,
JVASP-98091,SrV6O11,-2.21568,0.0,na,0.4372,,,,,
JVASP-50691,Li3TiP2O8,-2.57039,0.367,na,0.0618,,,,,
JVASP-28566,Te2Mo3S4,-0.6469,0.088,0.056,0.0744,,,,,
JVASP-14223,NdAl3Br12,-1.35076,3.396,na,0.0005,,,,,
JVASP-47765,Li3Fe5O10,-1.5865,0.0,na,0.1315,,,,,
JVASP-53075,NaNdS2,-1.93964,1.993,2.948,0.0093,,,,,
JVASP-14874,TiF3,-3.46542,0.0,na,0.0006,,,,,
JVASP-53439,BaFe2S4,-1.01485,0.0,0.0,0.0735,,,,,
JVASP-64788,Ba4YSi,0.60332,0.0,na,0.8871,,,,,
JVASP-64189,Ba4MgBe,0.74193,0.0,0.0,0.7924,,,,,
JVASP-3258,Ho2SeO2,-3.3333,2.318,3.631,0.0,,,,,
JVASP-43740,LiFeF3,-2.3981,0.0,na,0.0873,,,,,
JVASP-97577,Li2CN2,-0.81249,3.579,6.075,0.0,,,,,
JVASP-50007,SrCa2I6,-1.66114,3.64,4.566,0.0873,,,,,
JVASP-85460,U3CuO10,-2.85398,0.401,na,0.015,,,,,
JVASP-97739,Sm2P3Pt6,-0.98025,0.0,0.0,0.0,,,,,
JVASP-98227,Ca3Ru2O7,-2.27476,0.0,na,0.0,,,,,
JVASP-97338,SiP2O7,-2.39113,6.031,na,0.0,,,,,
JVASP-47963,Fe2OF3,-1.88091,0.0,na,0.0588,,,,,
JVASP-90229,MnAsPd,-0.13154,0.0,na,0.0984,,,,,
JVASP-64094,Ba4LiRu,0.97545,0.0,na,0.9855,,,,,
JVASP-90715,NiP2W,-0.58042,0.0,na,0.0,,,,,
JVASP-52889,SrH4N2,-0.60111,2.51,4.802,0.0014,,,,,
JVASP-86099,Ho5NiPb3,-0.55769,0.0,na,0.0,,,,,
JVASP-107776,AlCo4,-0.03881,0.0,na,0.2155,,,,,
JVASP-43081,LiCuS,-0.83594,1.659,1.889,0.0127,,,,,
JVASP-90041,Zr6Ga2Fe,-0.38932,0.0,na,0.0,,,,,
JVASP-97802,Y2Pd2Pb,-0.89997,0.0,na,0.0,,,,,
JVASP-12162,BaCaI4,-1.74197,3.154,4.107,0.067,,,,,
JVASP-1840,LiDySe2,-1.78119,1.56,na,0.0,,,,,
JVASP-14615,Al,-0.0,0.0,0.0,0.0,,,,,
JVASP-15832,NiS2,0.00882,0.0,na,0.3679,,,,,
JVASP-92195,CeMg6Zn,0.01987,0.0,na,0.1004,,,,,
JVASP-98445,KAl2NiP3H4O14,-2.14081,1.517,na,0.0,,,,,
JVASP-16932,CrO3,-1.40173,0.0,na,0.3039,,,,,
JVASP-50108,LuGaO3,-2.99117,2.754,4.532,0.0,,,,,
JVASP-64437,Ba4NbZn,0.97481,0.0,0.0,1.077,,,,,
JVASP-19923,MnSe,-0.26969,0.0,0.0,0.0769,,,,,
JVASP-60703,HgI2,-0.15384,1.045,2.1,0.0009,,,,,
JVASP-86969,TbS2,-1.867,0.0,na,0.0421,,,,,
JVASP-5065,CaMnSi,-0.35438,0.0,0.0,0.0662,,,,,
JVASP-91654,YGa2Pd,-0.80868,0.0,na,0.0,,,,,
JVASP-3099,TiTl2F6,-2.89474,3.589,na,0.0,,,,,
JVASP-98616,ErH9C5N2O8,-1.03692,4.604,na,0.0613,,,,,
JVASP-64247,Ba4PdCl,0.14065,0.0,na,1.0494,,,,,
JVASP-64987,BeTlP4,0.65821,0.0,0.542,0.7432,,,,,
JVASP-64380,Ba4YGe,0.48435,0.0,na,0.8339,,,,,
JVASP-48464,VOF,-2.67009,0.0,na,0.0513,,,,,
JVASP-16114,Mg2Ni3P,-0.49153,0.0,na,0.0,,,,,
JVASP-64317,Ba4TiCd,0.79171,0.0,0.0,0.9356,,,,,
JVASP-18887,HfTe2,-0.84264,0.0,na,0.0049,,,,,
JVASP-97920,V2Te2O9,-1.82381,2.042,na,0.0,,,,,
JVASP-48384,V2O3F,-2.65465,0.0,na,0.0233,,,,,
JVASP-98175,CaNiP2O7,-2.33621,1.046,na,0.0,,,,,
JVASP-64530,Ba4InPb,0.14845,0.0,na,0.6567,,,,,
JVASP-64671,Ba4LiTi,0.85425,0.0,0.0,0.8643,,,,,
JVASP-98556,FeMoO4,-1.8134,0.0,na,0.0322,,,,,
JVASP-64725,Ba4TlCd,0.25324,0.0,na,0.5619,,,,,
JVASP-64866,Ba4TlGe,0.30746,0.0,na,0.7623,,,,,
JVASP-42660,Li2TiFe3O8,-2.03054,0.0,na,0.0416,,,,,
JVASP-4510,ScPS4,-1.0076,1.737,na,0.0,,,,,
JVASP-44065,VBO4,-2.4262,2.754,2.925,0.0325,,,,,
JVASP-90534,Li4TiS4,-1.45115,2.358,na,0.0392,,,,,
JVASP-50936,KNdO2,-2.85299,3.702,5.301,0.0,,,,,
JVASP-48750,LiVF3,-2.81316,1.473,na,0.0938,,,,,
JVASP-90582,Mg3Sb,-0.13851,0.0,na,0.1308,,,,,
JVASP-50811,KTmO2,-3.08561,4.204,6.101,0.0,,,,,
JVASP-88834,Na3SbTe3,-0.68404,1.44,na,0.0236,,,,,
JVASP-91609,PrAl,-0.4217,0.0,na,0.0,,,,,
JVASP-90337,BaNdCo2O5,-2.19237,0.0,na,0.063,,,,,
JVASP-86781,Rb2FeI4,-0.96132,0.0,na,0.0,,,,,
JVASP-43524,LiV2F7,-2.92499,0.013,na,0.1233,,,,,
JVASP-43844,Li4Ti3V5O16,-2.71502,0.0,na,0.0427,,,,,
JVASP-3177,MgBe2N2,-1.26102,4.406,5.5,0.0,,,,,
JVASP-38492,K3Rh,0.47737,0.0,na,0.4838,,,,,
JVASP-91657,SiPd,-0.26257,0.0,na,0.1934,,,,,
JVASP-243,NiS2,-0.12356,0.0,0.0,0.2355,,,,,
JVASP-98189,HfGe2,-0.47498,0.0,0.0,0.0,,,,,
JVASP-18823,DyAl3,-0.31432,0.0,0.0,0.1489,,,,,
JVASP-87913,EuSnP,-0.90073,0.0,na,0.8686,,,,,
JVASP-90237,LuSnRh,-0.90329,0.0,na,0.0,,,,,
JVASP-89041,BaMg2V2O8,-2.93154,3.406,na,0.0,,,,,
JVASP-46861,FeSbO4,-1.44871,0.0,na,0.012,,,,,
JVASP-88546,Ba3In2P4,-0.87915,1.083,na,0.0,,,,,
JVASP-3117,NaPN2,-0.73127,4.866,6.471,0.0,,,,,
JVASP-65030,Be2CuIr,-0.21441,0.0,0.0,0.1804,,,,,
JVASP-90118,Ni5O4,-0.24324,0.0,na,0.4344,,,,,
JVASP-36852,MnAgO2,-1.21128,0.0,0.0,0.1424,,,,,
JVASP-86375,LaCu5,-0.18224,0.0,na,0.0,,,,,
JVASP-64014,Ba4ZnPd,0.54109,0.0,na,0.8781,,,,,
JVASP-97389,AlFePO5,-2.3258,0.002,na,0.0605,,,,,
JVASP-91567,SiHgP2,0.02326,0.934,1.74,0.1224,,,,,
JVASP-64331,Ba4MgTe,0.03707,0.0,0.0,0.7234,,,,,
JVASP-92200,CeMg6Cu,0.07039,0.0,na,0.1284,,,,,
JVASP-90772,ZrSn,-0.12248,0.0,na,0.3747,,,,,
JVASP-97928,Sr3Pr2B4O12,-3.17643,4.577,na,0.0,,,,,
JVASP-88842,EuAgP,-0.7646,0.0,na,0.0,,,,,
JVASP-98811,Mg5Si6,0.04904,0.0,na,0.1961,,,,,
JVASP-90815,SmCoSb2,-0.61789,0.0,na,0.0572,,,,,
JVASP-86905,BaSb2Au2,-0.6219,0.0,na,0.0,,,,,
JVASP-42229,Y6N2O5,-3.0033,0.0,na,0.0775,,,,,
JVASP-64606,Ba4NbIn,0.80456,0.0,na,1.0081,,,,,
JVASP-86851,Nd3MnBi5,-0.5453,0.0,na,0.1213,,,,,
JVASP-97505,V3H4O8,-1.68952,0.0,na,0.2446,,,,,
JVASP-49779,ZnSeO4,-0.95343,2.094,na,0.0217,,,,,
JVASP-48579,VOF3,-2.72413,2.962,3.317,0.0164,,,,,
JVASP-90341,Dy3Co2Ge4,-0.73376,0.0,na,0.0006,,,,,
JVASP-98619,Sb2RuC6O6F12,-1.60264,5.156,na,0.0672,,,,,
JVASP-86586,Sr2CoWO6,-2.58919,0.0,na,0.001,,,,,
JVASP-97684,KCrPO4F,-2.47525,1.247,na,0.0,,,,,
JVASP-64873,Ba4LiSe,0.13891,0.0,0.0,0.8796,,,,,
JVASP-63968,Ba4SnPd,0.28764,0.0,na,0.8652,,,,,
JVASP-98568,Rb2AgAu3I8,-0.56698,0.688,na,0.0,,,,,
JVASP-86447,VCr2C2,-0.22823,0.0,na,0.0821,,,,,
JVASP-63924,Ba4MoPd,1.12931,0.0,na,1.3641,,,,,
JVASP-97997,AgF3,-1.10348,0.07,na,0.0,,,,,
JVASP-86505,HoCo3B2,-0.53129,0.0,na,0.0,,,,,
JVASP-64389,Ba4ZnPb,0.26196,0.0,na,0.6689,,,,,
JVASP-64680,BaLiCa,0.53975,0.0,0.0,0.5671,,,,,
JVASP-64262,Ba4TlCu,0.4884,0.0,na,0.696,,,,,
JVASP-97812,Sb2S3O12,-1.35712,4.165,na,0.0,,,,,
JVASP-98361,Tm2ZnS4,-1.8416,2.329,na,0.0061,,,,,
JVASP-98504,Mn3Se3O10,-1.18451,0.0,na,0.1366,,,,,
JVASP-64103,Ba2TiSe,-0.18398,0.0,na,0.912,,,,,
JVASP-42809,CoOF,-1.46129,0.0,0.0,0.0143,,,,,
JVASP-64055,Ba4TaSn,0.86183,0.0,na,1.2046,,,,,
JVASP-64459,Ba4CrTe,0.39954,0.0,0.0,1.0354,,,,,
JVASP-42415,V6O7F5,-2.69032,0.0,na,0.0251,,,,,
JVASP-85467,FeS,-0.38059,0.0,na,0.2007,,,,,
JVASP-89269,EuSbO4,-2.55245,2.37,3.398,0.0,,,,,
JVASP-48782,Li6MnF8,-2.83098,0.0,na,0.2018,,,,,
JVASP-107742,Sm2Ge3,-0.56672,0.0,0.0,0.218,,,,,
JVASP-98097,Zr3Al3C5,-0.68678,0.0,na,0.0,,,,,
JVASP-64800,Ba4LaPd,0.57776,0.0,na,0.8606,,,,,
JVASP-64542,Ba4TiIn,0.71591,0.0,na,0.9194,,,,,
JVASP-16084,Tc,0.07232,0.0,0.0,0.0,,,,,
JVASP-97754,HfCl4O16,-0.30008,5.152,na,0.2521,,,,,
JVASP-22559,MgVO3,-2.67984,0.0,0.651,0.0856,,,,,
JVASP-98238,Rb2RuO4,-1.51429,0.489,na,0.0,,,,,
JVASP-5503,TeAuCl7,-0.44498,1.466,2.126,0.0,,,,,
JVASP-43432,K2O,-1.19001,1.105,na,0.0675,,,,,
JVASP-64955,ZrBeCd,0.71499,0.0,0.0,0.8875,,,,,
JVASP-65071,NaBeBr4,0.3482,0.0,0.0,1.451,,,,,
JVASP-97341,Ca5P12Ir19,-0.70766,0.0,na,0.0,,,,,
JVASP-14833,Sr,0.00187,0.0,0.0,0.0,,,,,
JVASP-85370,AlPO4,-2.50004,3.257,4.553,0.2788,,,,,
JVASP-48932,Li3VCrP4O14,-2.32276,0.191,na,0.0,,,,,
JVASP-64201,Ba2LaGa,0.11533,0.0,na,0.4221,,,,,
JVASP-64142,Ba4ScSi,0.66652,0.0,0.0,0.9518,,,,,
JVASP-64993,Be2CoTe,0.48721,0.0,0.0,0.8568,,,,,
JVASP-48169,Li5MnO3F,-2.07253,1.597,na,0.0,,,,,
JVASP-90174,Zr2BIr6,-0.84126,0.0,na,0.0,,,,,
JVASP-22620,KNiF3,-2.27054,0.0,na,0.0361,,,,,
JVASP-65108,MgBe2Cl,0.45182,0.0,0.0,1.2041,,,,,
JVASP-107784,NaCaLaF6,-4.01408,6.581,na,0.0,,,,,
JVASP-98451,K2Ca4Si8O21,-3.04331,4.589,na,0.0,,,,,
JVASP-48472,Na6CoO4,-1.32439,0.0,na,0.0816,,,,,
JVASP-91703,ErH3,-0.45219,0.0,na,0.1306,,,,,
JVASP-86157,DyP2Pt8,-0.62079,0.0,na,0.0,,,,,
JVASP-64738,Ba4MgSc,0.53522,0.0,0.0,0.5857,,,,,
JVASP-87046,CaNi4B,-0.35388,0.0,na,0.0,,,,,
JVASP-22517,GaS,-0.70691,1.418,2.494,0.0,,,,,
JVASP-97929,CaBePO4F,-3.12111,6.185,na,0.0,,,,,
JVASP-64016,Ba4CaOs,1.05616,0.0,na,1.0625,,,,,
JVASP-97440,Nd7S6Cl9,-2.32805,2.113,na,0.0233,,,,,
JVASP-97862,SiO2,-2.87012,5.621,na,0.0312,,,,,
JVASP-98812,FeSe2NCl6,-0.30254,1.102,na,0.1185,,,,,
JVASP-86104,Cd2RuC6N6,0.15309,2.575,2.968,0.1619,,,,,
JVASP-47967,LiVC2O6,-1.74319,0.0,0.0,0.1275,,,,,
JVASP-14619,Fe,0.00854,0.0,na,0.0,,,,,
JVASP-85928,TiTlPS5,-0.78402,1.036,na,0.0001,,,,,
JVASP-18513,VSe,-0.51504,0.0,0.0,0.1703,,,,,
JVASP-90585,LiMg3,-0.03873,0.0,na,0.0233,,,,,
JVASP-48390,Li4Co3O3F4,-2.06266,0.0,na,0.1768,,,,,
JVASP-43529,LiV2F7,-2.95929,0.0,0.001,0.089,,,,,
JVASP-47769,Li4Fe5O10,-1.68595,0.0,na,0.069,,,,,
JVASP-64915,Be2TcSb,0.26939,0.0,0.0,0.4337,,,,,
JVASP-64332,Ba4LaZr,0.72801,0.0,na,0.728,,,,,
JVASP-88716,Ba4YCu3O9,-2.2609,0.0,na,0.0,,,,,
JVASP-64263,Ba4SrPt,0.47366,0.0,na,0.8232,,,,,
JVASP-29231,Mg3P2H16O16,-1.64363,5.379,7.509,0.0,,,,,
JVASP-64683,Ba4MgP,0.38991,0.0,na,0.9009,,,,,
JVASP-63925,Ba4SbSe,-0.24395,0.0,0.0,0.9672,,,,,
JVASP-64056,BaNaCd,0.13206,0.0,na,0.4239,,,,,
JVASP-53444,Na3YCl6,-2.10568,5.3,6.127,0.011,,,,,
JVASP-65031,ScBeIn4,0.43497,0.0,na,0.6381,,,,,
JVASP-64610,Ba4SrIr,0.76335,0.0,0.0,0.8731,,,,,
JVASP-64390,KBa4Ru,0.95344,0.0,0.0,0.9549,,,,,
JVASP-85862,SnPd2,-0.49196,0.0,na,0.0,,,,,
JVASP-64104,Ba4TaCu,1.2472,0.0,na,1.29,,,,,
JVASP-14790,TiNi,-0.37856,0.0,0.0,0.0545,,,,,
JVASP-15261,Ti2CS,-1.36296,0.0,na,0.0,,,,,
JVASP-86579,BaBi4Br2O6,-1.50101,0.0,na,0.1422,,,,,
JVASP-37034,TiFeCoSb,-0.26977,0.0,0.0,0.2217,,,,,
JVASP-98092,Tl3SiTe3,-0.26827,1.055,na,0.0,,,,,
JVASP-22645,CdIn2Se4,-0.56058,0.689,1.964,0.0007,,,,,
JVASP-65066,BeRePb4,1.50331,0.0,0.0,1.5929,,,,,
JVASP-97625,Nd3CuGeS7,-1.61558,1.71,na,0.0,,,,,
JVASP-37050,Ti2GaCo,-0.26576,0.0,na,0.1752,,,,,
JVASP-37036,Ti3In,-0.01939,0.0,0.0,0.1045,,,,,
JVASP-37190,MnGaFeCo,-0.10758,0.0,0.0,0.0376,,,,,
JVASP-41448,TmUTc2,-0.08195,0.0,0.0,0.1227,,,,,
JVASP-26,P,0.00024,0.012,0.717,0.0,,,,,
JVASP-37314,SrAlO3,-2.9274,0.0,na,0.0557,,,,,
JVASP-86900,HgC2Se2N2,0.43866,2.007,na,0.4478,,,,,
JVASP-87209,SrRuO3,-2.0062,0.0,na,0.0282,,,,,
JVASP-29226,CdP2H4O4,-1.10265,4.548,6.931,0.027,,,,,
JVASP-86323,Hf2Ni,-0.36386,0.0,0.0,0.0085,,,,,
JVASP-89970,HfSn2,-0.23558,0.0,na,0.0112,,,,,
JVASP-91849,KCoO2,-1.27507,0.01,0.0,0.1316,,,,,
JVASP-98356,BaB2S3O13,-1.91724,6.254,na,0.0,,,,,
JVASP-15734,TiSi,-0.69215,0.0,0.0,0.0,,,,,
JVASP-38326,RbCdO3,-0.49434,0.0,na,0.5756,,,,,
JVASP-37208,SiPdO3,-1.3133,0.0,0.0,0.6642,,,,,
JVASP-98176,LaAu,-0.94954,0.0,na,0.0,,,,,
JVASP-48167,Li2VO2F,-2.58339,0.0,na,0.1505,,,,,
JVASP-38310,RbInO3,-1.03273,0.0,0.0,0.3884,,,,,
JVASP-64726,Ba4MgZr,0.75237,0.0,0.0,0.8028,,,,,
JVASP-98802,K2CrSO7,-1.94241,2.343,na,0.0,,,,,
JVASP-50761,LiSi2BiO6,-2.47345,3.766,na,0.0176,,,,,
JVASP-86443,Cu3P2O8,-1.53855,0.003,na,0.0,,,,,
JVASP-88712,SeO2,-0.67244,3.234,na,0.0596,,,,,
JVASP-49837,Al2O3,-3.20783,4.737,6.341,0.1055,,,,,
JVASP-48923,Li2MnO2F,-2.34448,1.079,na,0.0,,,,,
JVASP-91565,CaO,-3.2614,3.645,5.215,0.0117,,,,,
JVASP-91940,CeFeSb2,-0.52886,0.0,na,0.0915,,,,,
JVASP-38314,RbFeO3,-1.20482,0.0,na,0.1543,,,,,
JVASP-52478,Ba4Br6O,-2.37301,3.804,na,0.1095,,,,,
JVASP-16139,NbP,-0.98159,0.0,na,0.0,,,,,
JVASP-63959,Ba4GaGe,0.3934,0.0,na,0.8211,,,,,
JVASP-64048,Ba4FeCl,0.71569,0.0,na,1.3903,,,,,
JVASP-64948,ZrBe2Sn,0.08901,0.0,na,0.4245,,,,,
JVASP-38201,Rb3Sn,-0.10893,0.0,0.0,0.0,,,,,
JVASP-97855,RbMnF4,-2.79555,0.987,na,0.0,,,,,
JVASP-52548,BaTm2O4,-3.57119,2.922,4.287,0.0456,,,,,
JVASP-88010,Ag2W2O7,-1.80083,1.368,na,0.0,,,,,
JVASP-91747,ZrNiP2,-0.94953,0.0,na,0.0251,,,,,
JVASP-52342,LiCuF4,-1.99858,0.899,na,0.0601,,,,,
JVASP-38246,Rb3Ge,0.06053,0.0,0.0,0.0833,,,,,
JVASP-48649,MnFeP2O8,-1.96675,0.0,na,0.0184,,,,,
JVASP-97432,KCuBi2S4,-0.64739,0.632,na,0.0,,,,,
JVASP-15811,Cu2As,0.04698,0.0,na,0.047,,,,,
JVASP-98295,AsC3N3,0.63518,4.387,na,0.6432,,,,,
JVASP-48577,VOF3,-2.62339,2.05,2.377,0.1171,,,,,
JVASP-91795,CN2O,0.56563,0.852,na,1.068,,,,,
JVASP-39287,K3Sn,-0.14294,0.0,na,0.0,,,,,
JVASP-37056,Ti2AlZn,-0.00281,0.0,na,0.2994,,,,,
JVASP-86206,H3AuC2NCl,-0.03986,3.442,3.941,0.2979,,,,,
JVASP-91990,Re3Ni,-0.10911,0.0,na,0.0,,,,,
JVASP-12124,ZnCu3H6Cl2O6,-0.91034,0.248,na,0.0256,,,,,
JVASP-15113,UCr4C4,-0.23004,0.0,0.0,0.0,,,,,
JVASP-86028,ScCr2AgH4O10,-1.72065,1.328,1.292,0.0082,,,,,
JVASP-28637,Mo3WSe4S4,-0.75198,0.676,na,0.0885,,,,,
JVASP-86275,SmOs2,-0.2713,0.0,na,0.0,,,,,
JVASP-42805,Ni6OF11,-1.66742,0.15,na,0.0295,,,,,
JVASP-97680,YMg2Cu9,-0.21572,0.0,na,0.0,,,,,
JVASP-42301,LiMnPH2O5,-1.76398,1.913,na,0.0877,,,,,
JVASP-38483,Mn2GaW,-0.18992,0.0,na,0.0003,,,,,
JVASP-97383,BaIrO3,-1.79436,0.0,na,0.02,,,,,
JVASP-85666,CuH4Pb2Cl2O4,-1.06144,0.267,na,0.0223,,,,,
JVASP-65024,Mg4BeNi,0.55522,0.0,na,0.7111,,,,,
JVASP-85272,C3N4,0.63388,2.767,3.709,0.6441,,,,,
JVASP-38319,RbMnO3,-1.42903,0.0,na,0.4468,,,,,
JVASP-85558,CeCu,-0.10308,0.0,na,0.0332,,,,,
JVASP-48311,Li4MnF7,-2.89974,0.0,0.0,0.0818,,,,,
JVASP-86155,TcBr3,-0.38202,0.0,na,0.0103,,,,,
JVASP-50399,Ba2Hf7O16,-3.69459,4.146,na,0.0566,,,,,
JVASP-16081,Zr,0.03519,0.0,0.0,0.0,,,,,
JVASP-49950,Na2SnO3,-1.90354,2.632,na,0.0018,,,,,
JVASP-107738,TbHoCo4,-0.26198,0.0,na,0.0,,,,,
JVASP-90769,MgSn3,-0.01364,0.0,na,0.0826,,,,,
JVASP-42541,VO2,-2.4688,0.0,na,0.091,,,,,
JVASP-88522,BaAl3P2H2O14,-2.22299,0.0,na,0.1689,,,,,
JVASP-85786,PH2NO2,0.31347,0.0,na,1.4997,,,,,
JVASP-98719,AsClF8,-1.52764,3.374,na,0.0,,,,,
JVASP-48233,Li4Mn5O10,-1.99341,0.0,0.0,0.0471,,,,,
JVASP-89267,CuWO4,-1.80795,0.0,na,0.0227,,,,,
JVASP-85714,Sr2CoO3,-2.05349,0.0,na,0.3315,,,,,
JVASP-98039,Ho5CoSb2,-0.74275,0.0,na,0.0,,,,,
JVASP-85366,K2FeCuC6N6,-0.06705,0.412,na,0.167,,,,,
JVASP-98935,TlCuHCO4,-1.05728,0.502,na,0.0095,,,,,
JVASP-42722,LiCoOF2,-2.01045,0.0,0.0,0.1555,,,,,
JVASP-42222,Na2BiO3,-1.55026,1.101,1.612,0.0002,,,,,
JVASP-38614,MgPbO3,-1.323,0.0,0.0,0.4588,,,,,
JVASP-22722,MoBr3,-0.56148,0.558,na,0.004,,,,,
JVASP-86679,K2Ga3,-0.22092,0.213,na,0.0,,,,,
JVASP-64133,Ba4SnSe,-0.09602,0.0,na,0.9774,,,,,
JVASP-90169,ErAlCu,-0.50333,0.0,na,0.0,,,,,
JVASP-64910,MgBe2Mo,0.36248,0.0,0.0,0.5834,,,,,
JVASP-63917,Ba4TePd,0.07663,0.0,na,0.9472,,,,,
JVASP-14998,Al2Au,-0.48294,0.0,na,0.0,,,,,
JVASP-15432,Si2Ni6B,-0.41691,0.0,na,0.0,,,,,
JVASP-3489,VCu3Se4,-0.46694,0.975,na,0.0,,,,,
JVASP-97503,H9BrO4,-0.89959,3.882,na,0.0139,,,,,
JVASP-28964,MoW3Se4S4,-0.71874,0.616,na,0.1569,,,,,
JVASP-14915,Se,0.13368,0.0,na,0.0,,,,,
JVASP-64008,Ba4CoSn,0.6516,0.0,na,0.9963,,,,,
JVASP-37046,Ti2InCo,-0.0605,0.0,0.0,0.2241,,,,,
JVASP-87905,CaNi3P4O14,-2.03504,1.04,na,0.0,,,,,
JVASP-38764,ZnFeRh2,-0.235,0.0,na,0.0,,,,,
JVASP-98448,HeSiO2,-2.16254,6.702,na,0.0171,,,,,
JVASP-88123,Ba3Ta6Si4O23,-2.87874,0.0,na,0.1168,,,,,
JVASP-91891,Mg7Fe,0.13947,0.0,0.0,0.1399,,,,,
JVASP-64588,Ba4ZnIn,0.33544,0.0,na,0.6412,,,,,
JVASP-38283,RbTlO3,-0.53253,0.0,na,0.4359,,,,,
JVASP-37407,TePdO3,-0.27155,0.0,na,0.636,,,,,
JVASP-14958,SeS,0.28984,0.0,0.0,0.2985,,,,,
JVASP-37424,Ta2Be2O5,-1.84196,0.0,na,0.9255,,,,,
JVASP-36897,KHfO3,-2.77629,0.0,na,0.0905,,,,,
JVASP-90431,MnO3,-1.08366,0.0,na,0.273,,,,,
JVASP-48095,Co3OF5,-1.66196,0.0,na,0.0388,,,,,
JVASP-589,TaSe2,-0.8047,0.0,na,0.0185,,,,,
JVASP-63969,Ba4GeBi,0.1251,0.0,na,0.8495,,,,,
JVASP-98363,Rb6Si2O7,-2.32945,3.282,na,0.0,,,,,
JVASP-98301,H4N2O3,-0.25059,4.416,na,0.4558,,,,,
JVASP-43030,NbFeO4,-2.05551,0.0,0.0,0.1338,,,,,
JVASP-64462,Ba4HfTl,0.71439,0.0,0.0,0.8792,,,,,
JVASP-88159,SrLiCoF6,-2.94187,1.341,na,0.0,,,,,
JVASP-3753,VClO,-1.91675,0.0,0.0,0.0385,,,,,
JVASP-87334,Fe3O4,-1.34337,0.0,na,0.0374,,,,,
JVASP-97633,Nd4Ge3S12,-1.3786,1.918,2.7,0.0,,,,,
JVASP-89905,SmInNi,-0.52033,0.0,na,0.0,,,,,
JVASP-107743,PuTaC2,-0.58236,0.0,na,0.0,,,,,
JVASP-86978,Nb5As4Pd4,-0.44846,0.0,na,0.1005,,,,,
JVASP-97506,BaH4O6,-1.03166,0.082,na,0.1136,,,,,
JVASP-90438,FeAgSe2,-0.04919,0.0,na,0.241,,,,,
JVASP-97342,SmZrF7,-4.0858,6.404,na,0.0,,,,,
JVASP-90539,RbFeSe2,-0.70817,0.0,na,0.0001,,,,,
JVASP-91612,CuO,-0.07263,0.0,na,0.6594,,,,,
JVASP-91750,RbFeS2,-0.88458,0.0,0.08,0.0,,,,,
JVASP-91993,PaNi3,-0.46071,0.0,na,0.0,,,,,
JVASP-64544,Ba4ZnTe,0.07427,0.0,0.0,0.8123,,,,,
JVASP-64803,Ba4CoCl,0.57399,0.0,na,1.2499,,,,,
JVASP-64203,Ba4MgPd,0.49626,0.0,na,0.7815,,,,,
JVASP-64878,ZrBe2Cr,0.30164,0.0,na,0.4646,,,,,
JVASP-3657,Rb2PtCl6,-1.32195,1.716,2.241,0.0,,,,,
JVASP-65073,ZrBePb4,0.79236,0.0,na,0.8997,,,,,
JVASP-98620,BaH2C2O4,-1.55337,4.677,na,0.0961,,,,,
JVASP-15389,TmSi2Ni2,-0.80842,0.0,na,0.0,,,,,
JVASP-89977,HfReSi,-0.72548,0.0,na,0.0,,,,,
JVASP-97998,KPSe6,-0.34932,1.582,na,0.0,,,,,
JVASP-91944,CaZn3Se4,-0.93468,1.372,na,0.1478,,,,,
JVASP-90631,DyInCo2,-0.27705,0.0,na,0.0191,,,,,
JVASP-91852,ZrUN2,-1.74222,0.0,na,0.0059,,,,,
JVASP-53082,TlNO2,-0.45428,1.358,2.18,0.1108,,,,,
JVASP-97390,SmGePt,-1.14194,0.0,na,0.0,,,,,
JVASP-50695,YbCO3,-2.53059,4.844,na,0.0401,,,,,
JVASP-64017,Ba4NaW,1.22182,0.0,0.0,1.3325,,,,,
JVASP-48653,LiMnF4,-2.75341,0.561,na,0.0184,,,,,
JVASP-98046,Rb4Zr3Te16,-0.75324,0.91,na,0.0,,,,,
JVASP-50404,Tm4B6O15,-3.05268,4.956,7.085,0.0394,,,,,
JVASP-90046,CeMgAg,-0.15422,0.0,na,0.0224,,,,,
JVASP-42308,Li2Co4O7F,-1.50669,0.0,na,0.0965,,,,,
JVASP-64144,Ba4CdHg,0.3206,0.0,0.0,0.6363,,,,,
JVASP-18656,TiCd,-0.06099,0.0,0.0,0.0,,,,,
JVASP-97930,Ca2AlH10ClO8,-1.26652,3.479,na,0.457,,,,,
JVASP-63926,Ba4TiMn,1.52803,0.0,0.0,1.6157,,,,,
JVASP-98190,Nb5Si3,-0.59603,0.0,0.0,0.0,,,,,
