formula,Tc,tc_source,dataset,pressure_gpa,lambda,wlog,debye_temp,dos_ef
OZr,9.831972289007664,dft,jarvis_3d,,8.8188,40.5637,,
SSc,6.03634219628814,dft,jarvis_3d,,0.5911,236.0787,,
AlOs,3.593654268732837,dft,jarvis_3d,,0.5475,176.4093,,
CaGa2,4.735865041350957,dft,jarvis_3d,,1.6565,36.5591,,
ScSe,9.083559641297516,dft,jarvis_3d,,2.1858,57.8244,,
CoGa,5.533546589282047e-07,dft,jarvis_3d,,0.1543,221.5719,,
LaSe,0.43681293042030706,dft,jarvis_3d,,0.3677,116.2623,,
CuSc,2.3641741219552777,dft,jarvis_3d,,1.6153,18.6308,,
MgRh,0.3349619871078695,dft,jarvis_3d,,0.3355,156.686,,
Ga2Y,3.880585767231253,dft,jarvis_3d,,0.7668,81.7068,,
CoSc,1.6884846002418868e-06,dft,jarvis_3d,,0.158,247.6976,,
SZr,8.081215801493453,dft,jarvis_3d,,3.3559,41.9304,,
NbS,10.081636515729844,dft,jarvis_3d,,0.7181,243.4254,,
OTi2,0.9491703570735055,dft,jarvis_3d,,0.3437,379.4215,,
MgNi,0.0024620419023884976,dft,jarvis_3d,,0.2141,133.3166,,
NTi,4.197386198569166,dft,jarvis_3d,,5.2645,19.0265,,
NbTe,2.1800298169007113,dft,jarvis_3d,,0.4868,159.5717,,
STa,14.150411185020024,dft,jarvis_3d,,1.3738,129.2334,,
S2V,1.452358576373341,dft,jarvis_3d,,0.3754,344.2196,,
NbS2,0.44201317277203306,dft,jarvis_3d,,0.3148,323.5205,,
BeRhTi,4.517391814250797,dft,jarvis_3d,,1.349,42.0206,,
BeRhSc,5.023035455829381,dft,jarvis_3d,,0.947,72.9493,,
BeCuHf,9.156405334483718,dft,jarvis_3d,,1.1615,100.573,,
BeGeSc,0.6447047752552121,dft,jarvis_3d,,0.3368,293.9491,,
BeInSc,4.3315094850939655,dft,jarvis_3d,,0.7547,94.1811,,
MnN,9.696186091639342,dft,jarvis_3d,,0.5361,508.8309,,
PdTi,1.7774170590247007,dft,jarvis_3d,,0.4319,210.9742,,
AlTi,1.2672050217073296,dft,jarvis_3d,,0.3871,254.7117,,
LiO2,12.620083717687974,dft,jarvis_3d,,1.4629,108.4958,,
IrLi,2.1925056377334466,dft,jarvis_3d,,0.4914,155.0418,,
MoO2,7.770577365958814,dft,jarvis_3d,,0.7465,172.7958,,
RuSc,2.64271455521332,dft,jarvis_3d,,0.4875,192.4159,,
CaGaO2,1.093296424448897,dft,jarvis_3d,,1.9714,7.4274,,
O2SnTi,3.6595469484488086,dft,jarvis_3d,,1.7498,27.0636,,
AsCaN2,2.6227795757803256,dft,jarvis_3d,,0.5558,122.895,,
PdTiZn2,2.1473374404493057,dft,jarvis_3d,,0.7706,44.7691,,
CuGaSe2,5.018553651403576,dft,jarvis_3d,,1.5652,40.6158,,
MgNi,0.0009345328304422725,dft,jarvis_3d,,0.2026,134.8415,,
GaHfZn2,1.3315486668851453,dft,jarvis_3d,,1.6842,10.1436,,
IrLiMg2,0.0010202397253769827,dft,jarvis_3d,,0.1989,210.8353,,
Li3Sn,1.1500786715763291,dft,jarvis_3d,,0.412,169.4071,,
Fe2S2,1.4649470643712602e-05,dft,jarvis_3d,,0.1645,468.4431,,
Cu2O2,2.480613114037847,dft,jarvis_3d,,0.4541,237.9489,,
NiZn,1.3678230532423145e-06,dft,jarvis_3d,,0.1581,195.5796,,
Pd3Y,6.179516149992877e-09,dft,jarvis_3d,,0.1425,155.8557,,
GaLi2Rh,1.2413031009041526,dft,jarvis_3d,,0.4374,139.4108,,
Ca2Ga2,1.3358796481274726,dft,jarvis_3d,,1.3556,12.3649,,
AlCu2Hf,0.15168796916588875,dft,jarvis_3d,,0.3031,148.5941,,
Cu2GaSc,2.436919047873312,dft,jarvis_3d,,2.1146,15.8275,,
Al2IrLi,0.15407536797052218,dft,jarvis_3d,,0.2862,244.4799,,
Ag2AlLi,0.011553822396850216,dft,jarvis_3d,,0.2291,222.1743,,
Pt3Ti,0.059626259914845145,dft,jarvis_3d,,0.2667,185.0725,,
AlPd2Sc,3.49508926880382,dft,jarvis_3d,,0.8143,65.5409,,
Ni2SnZr,0.7158262241662314,dft,jarvis_3d,,0.3819,154.5633,,
InMgNi2,0.0001868939322947455,dft,jarvis_3d,,0.1857,174.3537,,
Ga2LiRu,7.158159425905324,dft,jarvis_3d,,1.0514,89.3428,,
Cu2InSc,0.2955335088557639,dft,jarvis_3d,,0.3452,114.9139,,
NaS2Sn,1.4925099278984204,dft,jarvis_3d,,0.4199,201.1618,,
AuLi2Sn,1.3140027319160363,dft,jarvis_3d,,1.9511,8.9889,,
Cu2NiZn,1.3022895055260465e-12,dft,jarvis_3d,,0.1278,208.0226,,
CuRh2Sn,2.0548011015105833e-06,dft,jarvis_3d,,0.1605,162.3136,,
MgNi2Sb,0.5183733324812275,dft,jarvis_3d,,0.3717,129.7987,,
AlLi2Pt,0.21414934831797722,dft,jarvis_3d,,0.2963,252.3051,,
AlLi2Rh,0.14511332000975863,dft,jarvis_3d,,0.282,263.0176,,
O2Pd2,2.0473463910479085e-05,dft,jarvis_3d,,0.1689,269.0534,,
Ni2Sb2,0.7467373565896677,dft,jarvis_3d,,0.4575,69.488,,
Ga2Y,2.012673696328403,dft,jarvis_3d,,1.1679,21.961,,
CoSc,2.061807175661026e-06,dft,jarvis_3d,,0.1588,246.9032,,
LiSe2Zr,0.010683874345517513,dft,jarvis_3d,,0.2297,198.0234,,
Te2Zr2,0.05084129601375533,dft,jarvis_3d,,0.2633,180.1488,,
MnN,9.53151305328633,dft,jarvis_3d,,0.533,509.6532,,
Ni2Si2,0.0016790099933958378,dft,jarvis_3d,,0.2021,253.9596,,
TaW3,0.008511537761495854,dft,jarvis_3d,,0.2239,228.2758,,
NbRu2Y,0.16706895147822032,dft,jarvis_3d,,0.2964,196.2854,,
CrRuTa2,0.16326952887649226,dft,jarvis_3d,,0.2893,235.6876,,
PtRhZn2,5.679949166106226e-28,dft,jarvis_3d,,0.1077,166.6156,,
OsRuZr2,2.262428411275342e-05,dft,jarvis_3d,,0.1704,224.4894,,
SiTc2W,3.1092278171065546,dft,jarvis_3d,,0.5004,205.974,,
AlIrSc2,3.5408786085634323,dft,jarvis_3d,,1.3196,33.6937,,
GaIrSc2,1.3603365389980766,dft,jarvis_3d,,0.444,143.2926,,
BeIr2Si,0.3576769584582277,dft,jarvis_3d,,0.3282,194.1961,,
LiRhZn2,0.013099454278319185,dft,jarvis_3d,,0.2344,183.9277,,
AlIr2Mg,1.0213097700600505e-09,dft,jarvis_3d,,0.1378,236.3541,,
AlRh2Zn,4.906343627235951e-38,dft,jarvis_3d,,0.103,249.4796,,
MgRh2Si,1.1043662079459059e-35,dft,jarvis_3d,,0.1038,333.8608,,
Co2HfZn,3.973344283804331e-06,dft,jarvis_3d,,0.1621,215.9889,,
HfLiRh2,3.8530589792515075e-08,dft,jarvis_3d,,0.1465,196.7241,,
OsSc2Zn,2.8726940958908833,dft,jarvis_3d,,1.3691,26.3258,,
BeRh2Si,9.07725118386047e-07,dft,jarvis_3d,,0.1543,363.4674,,
LiRh2V,0.05207031179897538,dft,jarvis_3d,,0.2541,271.3628,,
CdRh2Sc,0.027856308481800568,dft,jarvis_3d,,0.2511,166.2067,,
OsTa2W,0.08099921918778506,dft,jarvis_3d,,0.2714,211.0717,,
NiRhZn2,0.008755927804859146,dft,jarvis_3d,,0.2555,42.9108,,
LiRh2Sn,4.1887038076287084e-32,dft,jarvis_3d,,0.1054,215.0977,,
GaRu2Si,2.3173011701969717,dft,jarvis_3d,,2.9114,12.7378,,
GaOsSc2,0.2623555881780058,dft,jarvis_3d,,0.3183,177.0142,,
AsLiRh2,0.0006050571571838471,dft,jarvis_3d,,0.1924,250.231,,
IrNiSc2,0.0006632196081387305,dft,jarvis_3d,,0.1955,194.9325,,
NiOsSc2,1.259541950071069e-06,dft,jarvis_3d,,0.1573,221.5528,,
IrRuSc2,1.1405621385219247e-05,dft,jarvis_3d,,0.1666,235.5712,,
PdRuSc2,2.051093053133978e-07,dft,jarvis_3d,,0.151,222.7786,,
AgRuSc2,0.006710097288551044,dft,jarvis_3d,,0.2236,183.5941,,
ReScTc2,1.417264703708095,dft,jarvis_3d,,0.4036,230.5698,,
AlOs2V,0.5625860834596185,dft,jarvis_3d,,0.3409,237.0134,,
Pd3Ti,3.488300613265814e-05,dft,jarvis_3d,,0.1725,237.5902,,
Be2CuIr,2.9120938427895933,dft,jarvis_3d,,0.5054,186.2716,,
Be2PtSi,6.998654104640107,dft,jarvis_3d,,1.5967,55.6891,,
Be2PdZn,3.396552570666099,dft,jarvis_3d,,0.4914,240.1853,,
BeScZn2,3.488679551531583,dft,jarvis_3d,,1.1365,39.3546,,
Be2PdRh,0.056670380533084236,dft,jarvis_3d,,0.2522,321.5748,,
Be2PdPt,0.004666368024516022,dft,jarvis_3d,,0.212,298.0698,,
Be2PtRh,0.13085223682506503,dft,jarvis_3d,,0.2773,277.1856,,
BeNaPd2,0.1430956825429363,dft,jarvis_3d,,0.3043,135.8497,,
Be2NiP,7.225168937323926,dft,jarvis_3d,,1.5622,58.5709,,
Be2MgPd,4.423071484144429,dft,jarvis_3d,,0.5487,215.6461,,
BeHf2Tc,0.8686630560002129,dft,jarvis_3d,,0.368,230.1334,,
Be2IrRh,4.247597880929484,dft,jarvis_3d,,0.6438,132.3911,,
As2CaNa,2.053536495454469,dft,jarvis_3d,,0.6434,64.1055,,
CaMg,0.07235416997048658,dft,jarvis_3d,,0.2805,137.7174,,
Ca2GeLi,0.0002680723649153033,dft,jarvis_3d,,0.1873,203.8497,,
AlHf2Si,0.01118830183404668,dft,jarvis_3d,,0.2303,199.9438,,
HfRu2Ta,5.482294902381675,dft,jarvis_3d,,0.6343,177.4339,,
Ca2CdMg,0.175601686711336,dft,jarvis_3d,,0.3118,138.096,,
Al2FeRh,2.957852035852088e-11,dft,jarvis_3d,,0.1315,292.0945,,
BeNi2Si,0.3276019746215563,dft,jarvis_3d,,0.3084,280.1414,,
Nb3Os,0.43541487814608726,dft,jarvis_3d,,0.3253,251.4633,,
F2NZn,6.124451317464655,dft,jarvis_3d,,2.303,37.8265,,
Hf2O2,0.0003769599256765295,dft,jarvis_3d,,0.1866,313.2079,,
MgO2Ta,7.9398218453862,dft,jarvis_3d,,1.1016,93.1676,,
AlLaO2,1.851159230789826,dft,jarvis_3d,,0.5124,112.8974,,
FLi3,1.5468800727056349,dft,jarvis_3d,,4.325,7.3809,,
SiTi,5.635887768503655,dft,jarvis_3d,,0.571,243.5152,,
As2Ni2,1.9463578644457673,dft,jarvis_3d,,0.4645,170.4421,,
Pt3Sc,0.003037345809599805,dft,jarvis_3d,,0.2145,159.4741,,
Ir3Ta,0.02881407786942147,dft,jarvis_3d,,0.246,218.9818,,
Ni2ScSn,0.16238428663553073,dft,jarvis_3d,,0.3007,169.5492,,
AlCu2Ti,0.05394854892736148,dft,jarvis_3d,,0.2629,194.2267,,
AlNbNi2,6.576954942725023,dft,jarvis_3d,,0.7237,156.155,,
AlNi2Ta,3.1617453322979903,dft,jarvis_3d,,0.5378,164.2416,,
Ge2Y2,0.2693427533701802,dft,jarvis_3d,,0.318,182.9829,,
Al2Y2,2.03384442282793,dft,jarvis_3d,,0.4781,159.2662,,
Al3Y,0.06624024076803066,dft,jarvis_3d,,0.2581,290.3932,,
GaNi2Sc,1.0957664476751963,dft,jarvis_3d,,0.4207,146.4005,,
Ga2Y2,2.9672745224292707,dft,jarvis_3d,,0.6508,90.0272,,
Ni3Sn,4.4979094875075865e-05,dft,jarvis_3d,,0.1757,178.8857,,
GeLiNi2,0.00655309481942077,dft,jarvis_3d,,0.2234,181.7119,,
AlCu2Sc,0.2079377687404228,dft,jarvis_3d,,0.3152,150.7664,,
InZr3,5.341248901691523,dft,jarvis_3d,,0.6731,149.3688,,
InNi2Zr,0.16441394251323557,dft,jarvis_3d,,0.3002,173.9967,,
InNi2Sc,0.05867109216743465,dft,jarvis_3d,,0.2679,174.0022,,
InNi2Ti,1.2967272014207043,dft,jarvis_3d,,0.4532,125.4019,,
GaNi2V,5.463818817202007,dft,jarvis_3d,,2.5833,31.7568,,
Al2LiRh,0.06434594445714487,dft,jarvis_3d,,0.2577,286.9025,,
Ir3Nb,0.10836263735422393,dft,jarvis_3d,,0.2778,225.6861,,
Te2Ti2,2.2296882286881594,dft,jarvis_3d,,0.5131,135.348,,
Sb2Ti2,0.2758446364414511,dft,jarvis_3d,,0.3277,151.3533,,
KS2Zr,0.011332817881572806,dft,jarvis_3d,,0.2267,253.2956,,
GeMnSc2,0.8517987423609812,dft,jarvis_3d,,0.3828,181.6246,,
Os2TaZn,0.316430703524101,dft,jarvis_3d,,0.3442,125.3247,,
AlHfIr2,0.05180124352477963,dft,jarvis_3d,,0.2663,163.2659,,
MgRh2Zn,0.05165145080923494,dft,jarvis_3d,,0.266,164.6819,,
MgRu2Sb,0.09935638853648748,dft,jarvis_3d,,0.3144,73.4129,,
InMgSc2,1.3820590731945e-08,dft,jarvis_3d,,0.1435,228.6598,,
AgAlSc2,2.361596639249669,dft,jarvis_3d,,0.9861,32.2718,,
AlCdSc2,1.2520838356977226,dft,jarvis_3d,,0.6547,37.4332,,
Rh3Sb,0.16405216393467284,dft,jarvis_3d,,0.2976,186.4066,,
NbRe2Ti,0.06680218559394334,dft,jarvis_3d,,0.2612,257.5526,,
LiRuSc2,0.0009046903494720978,dft,jarvis_3d,,0.1953,271.6645,,
GaGeRu2,3.635357060646564,dft,jarvis_3d,,0.5676,159.8792,,
Al2IrRu,2.5449975180823965e-11,dft,jarvis_3d,,0.1312,309.1818,,
MgOs2Ta,0.033713870493743914,dft,jarvis_3d,,0.2522,191.3086,,
TcTi2Zn,5.187625893473962,dft,jarvis_3d,,0.7363,118.7213,,
CoOsSc2,0.005190361570701746,dft,jarvis_3d,,0.2178,212.8602,,
Os2TaTi,6.619792726203233,dft,jarvis_3d,,0.6766,182.8731,,
Al2RhRu,1.4667550971263198e-21,dft,jarvis_3d,,0.1125,346.2956,,
Rh2ScZn,0.17238495472987522,dft,jarvis_3d,,0.3076,150.4024,,
CuOsSc2,0.96258983209974,dft,jarvis_3d,,0.4443,101.1062,,
Ca2GaLi,3.8466898245104586,dft,jarvis_3d,,0.8264,70.2042,,
HfOs2Sc,0.003641644913595396,dft,jarvis_3d,,0.2137,203.4069,,
AlMgY2,0.014641558997263018,dft,jarvis_3d,,0.2356,192.0599,,
AlReTi2,1.4569942526140474,dft,jarvis_3d,,0.404,235.8861,,
Sc2TcZn,3.5767764801835447,dft,jarvis_3d,,1.7722,26.1989,,
GaSc2Tc,0.5019544742624454,dft,jarvis_3d,,0.3444,198.0701,,
CuRuSc2,2.334757787142904,dft,jarvis_3d,,0.6724,65.4529,,
AgGaSc2,2.3599742455663124,dft,jarvis_3d,,2.4466,14.1037,,
AlOsSc2,0.7475887186224469,dft,jarvis_3d,,0.3991,128.5561,,
AlSc2Tc,0.43272259266963964,dft,jarvis_3d,,0.331,221.6532,,
AlRuSc2,0.2718124016321028,dft,jarvis_3d,,0.314,202.7545,,
LiOsSc2,0.0004987661263490819,dft,jarvis_3d,,0.1907,250.9827,,
Be2NiPt,0.4783943111421562,dft,jarvis_3d,,0.3332,234.3104,,
BeScTc2,8.826148908334904,dft,jarvis_3d,,0.7819,178.8098,,
Be2GaOs,4.957224422712222,dft,jarvis_3d,,0.5632,223.1452,,
Be2CuRh,1.779017541480314,dft,jarvis_3d,,0.4219,234.603,,
Be2MnTc,2.0408807634939587,dft,jarvis_3d,,0.3987,352.7133,,
BeIrNb2,3.656022224678641,dft,jarvis_3d,,0.5201,211.9608,,
Be2HfNi,8.544322289944938,dft,jarvis_3d,,0.9105,132.0338,,
AlPt3,2.241797241288463,dft,jarvis_3d,,0.7567,48.4817,,
Co2GeZn,7.10405305644633e-05,dft,jarvis_3d,,0.1766,244.6012,,
CaMg,0.09729231961707063,dft,jarvis_3d,,0.2934,124.4805,,
MgRuSc2,0.13233530533082646,dft,jarvis_3d,,0.2902,185.9599,,
AuLiSc2,0.6712769156004823,dft,jarvis_3d,,0.377,155.4295,,
CoGa2Ru,0.0006980971406097298,dft,jarvis_3d,,0.195,216.5081,,
CoO2,16.147996464680585,dft,jarvis_3d,,2.8919,89.025,,
GaZr3,2.1130777401690386,dft,jarvis_3d,,0.4425,225.8026,,
Al2NiOs,1.6818009385809194e-13,dft,jarvis_3d,,0.1252,268.8539,,
MgNbOs2,0.0833610215021686,dft,jarvis_3d,,0.274,197.9516,,
OsV2W,2.284788972076732,dft,jarvis_3d,,0.4296,277.6911,,
BeCo2Ge,0.0008578319782773302,dft,jarvis_3d,,0.1943,287.0776,,
Al2CoNi,4.524942627131081e-07,dft,jarvis_3d,,0.1528,281.5087,,
AlMgNi2,3.951889653674058e-21,dft,jarvis_3d,,0.113,301.7537,,
As2CoNi,3.81868425332956,dft,jarvis_3d,,0.6049,140.0996,,
AlNi2V,5.881848703446865,dft,jarvis_3d,,0.8406,104.1002,,
AlCo2Ga,1.8605467717394595e-11,dft,jarvis_3d,,0.131,259.9443,,
MgRu2V,3.816122903743694,dft,jarvis_3d,,0.5229,217.3028,,
AlCrTi2,6.43858151870047,dft,jarvis_3d,,0.5956,246.5214,,
GaLiSc2,0.02265506773534213,dft,jarvis_3d,,0.2397,237.4861,,
InTi3,7.6893625530036775,dft,jarvis_3d,,0.9898,104.5021,,
Co2GaZn,8.185416824063202e-10,dft,jarvis_3d,,0.1375,221.4739,,
BeCrFe2,3.295219745042282,dft,jarvis_3d,,0.45,328.1231,,
MgRh2Sb,0.9019513020609031,dft,jarvis_3d,,0.3982,156.8603,,
LiPd2Zr,0.00904984716724613,dft,jarvis_3d,,0.2264,206.1852,,
AlNi2Ti,6.21655661660857,dft,jarvis_3d,,0.813,116.9211,,
BCuN2,0.24234859345546939,dft,jarvis_3d,,0.2838,414.6239,,
Br2PdRb,1.8755460579748866,dft,jarvis_3d,,0.7606,40.1403,,
MoN,8.620972903649635,dft,jarvis_3d,,1.7738,63.1036,,
C2Ca2,0.07073236874501833,dft,jarvis_3d,,0.2628,255.6707,,
CuF3,1.0567163118502838,dft,jarvis_3d,,0.4701,88.288,,
LiO3,0.0011527585754836983,dft,jarvis_3d,,0.2088,95.7806,,
AlNi3,2.1077597746935016e-11,dft,jarvis_3d,,0.131,294.4834,,
Cl2MoRb,1.6554583756395354,dft,jarvis_3d,,2.3931,10.0107,,
Ca2Si2,0.08529725035335611,dft,jarvis_3d,,0.2663,268.8378,,
N2Zr2,29.5284491513867,dft,jarvis_3d,,0.9552,423.2073,,
Co2Se2,3.761985614243169,dft,jarvis_3d,,0.7195,90.4511,,
CoN,14.497444727911297,dft,jarvis_3d,,1.7321,108.0495,,
S2Zr2,10.19787862651325,dft,jarvis_3d,,1.5041,85.4749,,
Co2Sb2,0.1326634649421386,dft,jarvis_3d,,0.2898,188.6586,,
GaTi,0.5815773671333639,dft,jarvis_3d,,0.3446,228.6447,,
C2CoY,0.43373401170171705,dft,jarvis_3d,,0.308,374.6352,,
AlNi2Ti,1.871173158567587,dft,jarvis_3d,,0.4558,176.7733,,
LiNi2Si,3.444211869047829e-05,dft,jarvis_3d,,0.1705,335.5343,,
S2V,1.4523155397261571,dft,jarvis_3d,,0.3754,344.2094,,
LiS2Ti,0.005524413109113346,dft,jarvis_3d,,0.2131,323.3978,,
Sc2Si2,0.005430006298412327,dft,jarvis_3d,,0.2123,338.6404,,
Ge2Sc2,0.05776020428605227,dft,jarvis_3d,,0.2598,235.8562,,
Al3Li,0.8169076856178128,dft,jarvis_3d,,0.3437,326.5508,,
AlNi2Sc,0.0524013199098461,dft,jarvis_3d,,0.2609,204.5164,,
Ga2Sc2,2.7915440752279714,dft,jarvis_3d,,0.5975,105.9414,,
Nb2Rh2,10.434372429494495,dft,jarvis_3d,,1.0245,134.9809,,
Co2GeLi,5.657338694550931e-08,dft,jarvis_3d,,0.1467,268.2473,,
B2Ni2,0.14686319598233957,dft,jarvis_3d,,0.2701,401.3054,,
CaS2Ti,3.788033319580393,dft,jarvis_3d,,0.7818,76.7613,,
GeNi3,2.1346866240012395e-06,dft,jarvis_3d,,0.1594,220.2073,,
TiZn3,1.9151836854295246,dft,jarvis_3d,,0.5644,85.6614,,
GaNi2Ti,4.131322383148989,dft,jarvis_3d,,0.6365,132.5331,,
Rh3Sc,2.149265503017231,dft,jarvis_3d,,0.4589,197.5488,,
Nb2S2,17.016544411042386,dft,jarvis_3d,,1.2364,173.7649,,
Ni3Si,1.4904362850364032e-17,dft,jarvis_3d,,0.1174,320.6089,,
AlTi,0.5021437857382297,dft,jarvis_3d,,0.3258,286.8983,,
Cu2Ti2,0.3420954242673288,dft,jarvis_3d,,0.3148,250.3882,,
Al3Sc,0.020776425896618676,dft,jarvis_3d,,0.232,335.3892,,
NbRh,7.582163071814305,dft,jarvis_3d,,0.7051,190.5881,,
HfIr3,0.2479432847157672,dft,jarvis_3d,,0.3118,194.9866,,
Se2Ti2,5.662128838062611,dft,jarvis_3d,,0.8257,103.4967,,
LiS2Ti,0.02199508346825621,dft,jarvis_3d,,0.2353,293.4374,,
N2Zr2,2.440002851890043,dft,jarvis_3d,,0.4058,386.5624,,
AlSc3,2.5289516147454942,dft,jarvis_3d,,0.4776,198.825,,
MgNbRu2,0.1897592905952494,dft,jarvis_3d,,0.296,225.4605,,
Nb3Ru,1.1358909380771651,dft,jarvis_3d,,0.381,248.3878,,
AlMgSc2,1.0701402043900744e-07,dft,jarvis_3d,,0.1482,296.0767,,
AlCuSc2,1.5193445868541229,dft,jarvis_3d,,0.8647,25.5903,,
ReTc2Ti,10.692622683851491,dft,jarvis_3d,,0.8093,202.8248,,
Ti3Zn,5.361145630646495,dft,jarvis_3d,,0.5906,210.1721,,
GaSc2Zn,0.944857424181939,dft,jarvis_3d,,0.4326,111.3541,,
Al2FeNi,2.354420576244321e-08,dft,jarvis_3d,,0.1446,249.3677,,
CoRuSc2,0.0012561693394671858,dft,jarvis_3d,,0.2001,230.433,,
Al2NiRu,5.692188093860725e-23,dft,jarvis_3d,,0.1112,323.4837,,
MoNiTi2,0.6492019098506755,dft,jarvis_3d,,0.3416,269.9073,,
CuGaSc2,0.9514785727668974,dft,jarvis_3d,,0.7213,22.7533,,
AlSc2Zn,1.147288244783498,dft,jarvis_3d,,0.4785,89.5575,,
AlLiY2,0.06157906850005727,dft,jarvis_3d,,0.2627,223.4763,,
AlMoTi2,1.6875532524148549,dft,jarvis_3d,,0.4055,268.3172,,
AlTcTi2,2.13425044731733,dft,jarvis_3d,,0.4362,242.5716,,
P2V2,5.589640660990011,dft,jarvis_3d,,4.6231,26.18,,
As2Co2,4.115566981347358,dft,jarvis_3d,,0.6507,124.9139,,
Be2RhSc,4.173574102218019,dft,jarvis_3d,,0.6371,133.5678,,
Be2CrIr,0.9921178647268925,dft,jarvis_3d,,0.3686,260.42,,
Be2MgRu,6.947122403339092,dft,jarvis_3d,,0.7812,140.9889,,
Ba2LiSn,1.1910117200399215,dft,jarvis_3d,,0.586,47.7363,,
Ba2InTe,1.8506307415871766,dft,jarvis_3d,,0.5596,84.933,,
Ba2CdTl,1.3604867020549691,dft,jarvis_3d,,0.9928,18.4082,,
Ba2SnTl,2.0962200032777356,dft,jarvis_3d,,1.5098,17.5102,,
Ba2SbTe,0.022717161202902163,dft,jarvis_3d,,0.2601,91.6206,,
Be2IrTc,2.3125859241329003,dft,jarvis_3d,,7.4202,9.7938,,
Be2RuV,7.824333264931895,dft,jarvis_3d,,2.2151,49.418,,
Be2CuNi,0.16886162859102094,dft,jarvis_3d,,0.2821,305.073,,
BeIrSc2,6.217098984492388,dft,jarvis_3d,,1.6705,47.6702,,
BeIrOs2,4.9009515733497,dft,jarvis_3d,,0.5842,198.1638,,
BeRhTc2,8.59972854635535,dft,jarvis_3d,,2.4067,51.845,,
BeRhSc2,7.26955559947357,dft,jarvis_3d,,1.0588,89.8753,,
BeMgNi2,1.6006706799670662,dft,jarvis_3d,,1.5305,13.2099,,
BeCrPd2,1.5217010482532816,dft,jarvis_3d,,0.4028,249.9832,,
BeCoTi2,3.7599499364148565,dft,jarvis_3d,,0.496,257.0657,,
Be2LiRu,12.521835756805652,dft,jarvis_3d,,1.5282,103.4766,,
BeMn2W,0.024834945456591966,dft,jarvis_3d,,0.237,301.337,,
BeCo2P,4.502810144165116,dft,jarvis_3d,,1.9351,30.9752,,
Be2RhTi,5.629641738351914,dft,jarvis_3d,,0.7015,143.137,,
BeSc2Tc,3.2920110380736016,dft,jarvis_3d,,0.5057,210.1363,,
Be2MoNi,0.3365889484311453,dft,jarvis_3d,,0.3075,294.4085,,
Be2MnOs,1.642325283092077,dft,jarvis_3d,,0.3947,298.6205,,
Be2MnP,0.533535537912156,dft,jarvis_3d,,0.3116,421.6235,,
CuTcTi2,2.097884708100872,dft,jarvis_3d,,0.4491,210.6424,,
MnSc2Si,1.3523230715368693,dft,jarvis_3d,,0.4259,170.8528,,
ReV3,1.3238651107132455,dft,jarvis_3d,,0.3764,309.2153,,
CrFeV2,2.3606198688619098,dft,jarvis_3d,,0.4189,321.6881,,
GeRu2V,3.1712094783222353,dft,jarvis_3d,,3.7877,15.7653,,
MgSc,0.36060540273700015,dft,jarvis_3d,,0.3446,141.7705,,
ScZr,10.274138389874741,dft,jarvis_3d,,1.0774,124.1026,,
TaZn3,0.6922967015389982,dft,jarvis_3d,,0.4384,76.9883,,
Al3Cu,0.2893948837058803,dft,jarvis_3d,,0.3025,288.0103,,
Al2Mg,2.9724648580789665,dft,jarvis_3d,,0.4724,243.6969,,
BeHfP,4.830669288157844,dft,jarvis_3d,,1.1792,52.106,,
Na2Si2,1.6705888416486314,dft,jarvis_3d,,0.4377,187.0681,,
AlMg3,0.04498232716318155,dft,jarvis_3d,,0.2494,290.4338,,
CrV,5.786165149478571,dft,jarvis_3d,,0.5529,275.5137,,
Se2Ti2,5.665664376096012,dft,jarvis_3d,,0.8259,103.5156,,
FeIr3,1.8913412506179181,dft,jarvis_3d,,0.4271,235.9468,,
VZn3,0.24639728155013024,dft,jarvis_3d,,0.3712,62.1637,,
InP,10.484594941233798,dft,jarvis_3d,,0.9053,163.5292,,
SiTi,5.635887768503655,dft,jarvis_3d,,0.571,243.5152,,
Ca2Si2,0.08529931268286221,dft,jarvis_3d,,0.2663,268.8443,,
Co2Te2,0.9482922029387372,dft,jarvis_3d,,0.3913,180.2231,,
Sb2Ti2,0.2768478062833678,dft,jarvis_3d,,0.3279,151.2638,,
Li2Zn2,2.728642978383175,dft,jarvis_3d,,3.4812,13.9676,,
AlTi,0.5021500866386835,dft,jarvis_3d,,0.3258,286.9019,,
Cu2Ti2,0.34258594934024594,dft,jarvis_3d,,0.3149,250.156,,
Al3Sc,0.020895502776674544,dft,jarvis_3d,,0.2321,335.325,,
MnSc2Si,2.876311481132297,dft,jarvis_3d,,0.585,115.8464,,
CoZn3,0.1336028444964332,dft,jarvis_3d,,0.2925,175.4532,,
Ni3Sb,0.011999744199636998,dft,jarvis_3d,,0.2332,180.553,,
PtRh3,1.5023677608160566,dft,jarvis_3d,,0.4165,210.2704,,
BeSc2Tc,3.2884515757017314,dft,jarvis_3d,,0.5055,210.1997,,
Be2CuSc,3.6752909214545677,dft,jarvis_3d,,1.2536,36.9561,,
Be2LiNi,1.6040779345157883,dft,jarvis_3d,,0.3978,280.377,,
Be2SeTi,6.203413848556603,dft,jarvis_3d,,0.7013,157.8264,,
BeNbRu2,5.364437389841766,dft,jarvis_3d,,0.6053,196.4558,,
BeCdLi2,3.7301037667566947,dft,jarvis_3d,,0.5595,171.2825,,
BeLiOs2,1.715249859094574,dft,jarvis_3d,,0.4092,261.0128,,
